nationality,playerPositionID,jerseyNumber,playerBirthDay,playerBirthYear,club,playerID,playerFName,playerLName
Argentina,Midfield,17,Apr-26,2001,Atlanta United,0001,Alejandro,Gomez
Argentina,Midfield,20,Dec-24,1998,Brighton,0002,Alexis,Mac Allister
Argentina,Forward,15,Mar-09,1995,Atletico Madrid,0003,Angel,Correa
Argentina,Forward,11,Feb-14,1988,Juventus,0004,Angel,Di Maria
Argentina,Defender,13,Apr-27,1998,Tottenham,0005,Cristian,Romero
Argentina,Goal Keeper,23,Sep-02,1992,Aston Villa,0006,Emiliano,Martinez
Argentina,Midfield,24,Jan-17,2001,Benfica,0007,Enzo,Fernandez
Argentina,Midfield,14,Oct-05,1998,Bayer Leverkusen,0008,Exequiel,Palacios
Argentina,Goal Keeper,1,Oct-16,1986,River,0009,Franco,Armani
Argentina,Defender,6,Jun-27,1991,Real Betis,0010,German,Pezzella
Argentina,Goal Keeper,12,May-20,1992,Villarreal,0011,Geronimo,Rulli
Argentina,Defender,4,Jan-01,1997,Sevilla,0012,Gonzalo,Montiel
Argentina,Midfield,18,Apr-12,1994,Real Betis,0013,Guido,Rodriguez
Argentina,Defender,2,Jan-12,1998,Villarreal,0014,Juan,Foyth
Argentina,Forward,9,Jan-31,2000,Manchester City,0015,Julian,Alvarez
Argentina,Forward,22,Aug-22,1997,Inter,0016,Lautaro,Martinez
Argentina,Midfield,5,Jun-29,1994,Juventus,0017,Leandro,Paredes
Argentina,Forward,10,Jun-24,1987,PSG,0018,Lionel,Messi
Argentina,Defender,25,Jan-18,1998,Manchester United,0019,Lisandro,Martinez
Argentina,Defender,8,Oct-28,1991,Sevilla,0020,Marcos,Acuna
Argentina,Defender,26,Apr-06,1998,Atletico Madrid,0021,Nahuel,Molina
Argentina,Defender,19,Feb-12,1988,Benfica,0022,Nicolas,Otamendi
Argentina,Defender,3,Aug-31,1992,Lyon,0023,Nicolas,Tagliafico
Argentina,Forward,21,Nov-15,1993,Roma,0024,Paulo,Dybala
Argentina,Midfield,7,May-24,1994,Atletico Madrid,0025,Rodrigo,De Paul
Argentina,Forward,16,Apr-26,2001,Inter,0026,Thiago,Almada
Australia,Midfield,13,Sep-15,1990,Celtic,0027,Aaron,Mooy
Australia,Midfield,10,Jul-05,1996,Hellas Verona,0028,Ajdin,Hrustic
Australia,Goal Keeper,12,Jan-13,1989,Sydney,0029,Andrew,Redmayne
Australia,Forward,11,Sep-15,1995,Cadiz,0030,Awer,Mabil
Australia,Defender,16,Oct-16,1990,Dundee United,0031,Aziz,Behic
Australia,Defender,8,Jul-28,1992,Sunderland,0032,Bailey,Wright
Australia,Midfield,17,Jun-07,1998,Hearts,0033,Cameron,Devlin
Australia,Forward,23,Dec-16,1991,Adelaide United,0034,Craig,Goodwin
Australia,Goal Keeper,18,Mar-27,1985,Central Coast Mariners,0035,Danny,Vukovic
Australia,Defender,5,May-12,1996,Brescia,0036,Fran,Karacic
Australia,Forward,21,Sep-15,2004,Central Coast Mariners,0037,Garang,Kuol
Australia,Defender,19,Oct-22,1998,Stoke City,0038,Harry,Souttar
Australia,Midfield,22,Mar-07,1993,St Pauli,0039,Jackson,Irvine
Australia,Forward,9,Jul-29,1993,Melbourne City,0040,Jamie,Maclaren
Australia,Forward,25,Aug-01,1995,Central Coast Mariners,0041,Jason,Cummings
Australia,Defender,24,Oct-30,2000,OB,0042,Joel,King
Australia,Midfield,26,Jun-07,1998,St Mirren,0043,Keanu,Baccus
Australia,Defender,4,Jun-24,1998,Hearts,0044,Kye,Rowles
Australia,Forward,6,Apr-25,1993,Hibernian,0045,Marco,Tilio
Australia,Goal Keeper,1,Apr-08,1992,Copenhagen,0046,Mat,Ryan
Australia,Forward,7,Feb-04,1991,Melbourne City,0047,Mathew,Leckie
Australia,Defender,2,Apr-28,1994,Columbus Crew,0048,Milos,Degenek
Australia,Forward,15,Jan-18,1991,Fagiano Okayama,0049,Mitchell,Duke
Australia,Defender,3,Jun-13,1999,Hearts,0050,Nathaniel,Atkinson
Australia,Midfield,14,Nov-02,1998,Middlesbrough,0051,Riley,McGree
Australia,Defender,20,Mar-20,1997,Albirex Niigata,0052,Thomas,Deng
Belgium,Defender,3,May-25,2000,Rennes,0053,Arthur,Theate
Belgium,Midfield,6,Jan-12,1989,Atletico Madrid,0054,Axel,Witsel
Belgium,Midfield,22,Mar-10,2001,AC Milan,0055,Charles,De Ketelaere
Belgium,Forward,14,May-06,1987,Galatasaray,0056,Dries,Mertens
Belgium,Forward,10,Jan-07,1991,Real Madrid,0057,Eden,Hazard
Belgium,Midfield,20,Aug-24,1992,Club Brugge,0058,Hans,Vanaken
Belgium,Defender,5,Apr-24,1987,Anderlecht,0059,Jan,Vertonghen
Belgium,Forward,25,May-27,2002,Rennes,0060,Jeremy,Doku
Belgium,Midfield,7,Jun-28,1991,Manchester City,0061,Kevin,De Bruyne
Belgium,Goal Keeper,13,Jun-25,1992,Wolfsburg,0062,Koen,Casteels
Belgium,Midfield,19,Apr-15,1995,Aston Villa,0063,Leander,Dendoncker
Belgium,Forward,17,Dec-04,1994,Brighton,0064,Leandro,Trossard
Belgium,Forward,24,Feb-16,2000,Lens,0065,Lois,Openda
Belgium,Forward,23,Oct-02,1993,Fenerbahce,0066,Michy,Batshuayi
Belgium,Forward,9,May-13,1993,Inter,0067,Romelu,Lukaku
Belgium,Goal Keeper,12,Mar-06,1988,Club Brugge,0068,Simon,Mignolet
Belgium,Goal Keeper,1,May-11,1992,Real Madrid,0069,Thibaut,Courtois
Belgium,Defender,15,Sep-12,1991,Borussia Dortmund,0070,Thomas,Meunier
Belgium,Midfield,16,Mar-29,1993,Borussia Dortmund,0071,Thorgan,Hazard
Belgium,Defender,21,Dec-05,1995,Leicester,0072,Timothy,Castagne
Belgium,Defender,2,Mar-02,1989,Antwerp,0073,Toby,Alderweireld
Belgium,Defender,4,Apr-03,1998,Leicester City,0074,Wout,Faes
Belgium,Midfield,11,Sep-04,1993,Atletico Madrid,0075,Yannick,Carrasco
Belgium,Midfield,8,May-07,1997,Leicester City,0076,Youri,Tielemans
Belgium,Defender,26,Oct-24,2003,Anderlecht,0077,Zeno,Debast
Brazil,Defender,6,Jan-26,1991,Juventus,0078,Alex,Sandro
Brazil,Defender,16,Dec-15,1992,Sevilla,0079,Alex,Telles
Brazil,Goal Keeper,1,Oct-02,1992,Liverpool,0080,Alisson,none
Brazil,Forward,19,Feb-24,2000,Manchester United,0081,Antony,none
Brazil,Defender,24,Mar-18,1997,Juventus,0082,Bremer,none
Brazil,Midfield,17,Nov-16,1997,Newcastle United,0083,Bruno,Guimaraes
Brazil,Midfield,5,Feb-23,1992,Manchester United,0084,Casemiro,none
Brazil,Defender,13,May-06,1983,UNAM,0085,Dani,Alves
Brazil,Defender,2,Jul-15,1991,Juventus,0086,Danilo,none
Brazil,Defender,14,Jan-18,1998,Real Madrid,0087,Eder,Militao
Brazil,Goal Keeper,23,Aug-17,1993,Manchester City,0088,Ederson,none
Brazil,Midfield,22,Apr-10,1989,Flamengo,0089,Everton,Ribeiro
Brazil,Midfield,15,Oct-23,1993,Liverpool,0090,Fabinho,none
Brazil,Midfield,8,Mar-05,1993,Manchester United,0091,Fred,none
Brazil,Forward,18,Apr-03,1997,Arsenal,0092,Gabriel,Jesus
Brazil,Forward,26,Jun-18,2001,Arsenal,0093,Gabriel,Matinelli
Brazil,Midfield,7,Aug-27,1997,West Ham United,0094,Lucas,Paqueta
Brazil,Defender,4,May-14,1994,PSG,0095,Marquinhos,none
Brazil,Forward,10,Feb-05,1992,PSG,0096,Neymar,none
Brazil,Forward,25,Jun-20,1997,Flamengo,0097,Pedro,none
Brazil,Forward,11,Dec-14,1996,Barcelona,0098,Raphinha,none
Brazil,Forward,9,May-10,1997,Tottenham,0099,Richarlison,none
Brazil,Forward,21,Jan-09,2001,Real Madrid,0100,Rodrygo,none
Brazil,Defender,3,Sep-22,1984,Chelsea,0101,Thiago,Silva
Brazil,Forward,20,Jul-12,2000,Real Madrid,0102,Vinicius,Jr
Brazil,Goal Keeper,12,Dec-13,1987,Palmeiras,0103,Weverton,none
Cameroon,Goal Keeper,23,Apr-02,1996,Inter,0104,Andre,Onana
Cameroon,Midfield,8,Nov-16,1995,Napoli,0105,Andre-Frank,Zambo Anguissa
Cameroon,Forward,20,Aug-07,1995,Brentford,0106,Bryan,Mbeumo
Cameroon,Forward,11,Oct-18,1995,Shanghai Shenhua,0107,Christian,Bassogog
Cameroon,Defender,4,Sep-18,2001,Rennes,0108,Christopher,Wooh
Cameroon,Defender,19,Aug-13,1992,Al-Tai,0109,Collins,Fai
Cameroon,Goal Keeper,16,Feb-02,1993,Abha,0110,Davis,Epassy
Cameroon,Defender,24,Mar-11,1999,Udinese,0111,Enzo,Ebosse
Cameroon,Forward,13,Mar-23,1989,Bayern Munich,0112,Eric,Maxim Choupo-Moting
Cameroon,Midfield,5,Nov-04,1995,Hannover,0113,Gael,Ondoua
Cameroon,Forward,7,Feb-13,1995,Besiktas,0114,Georges-Kevin,Nkoudou
Cameroon,Defender,21,Jan-26,1995,Nantes,0115,Jean,Charles Castelletto
Cameroon,Forward,9,May-01,1993,Young Boys,0116,JeanN.APierre,Nsame
Cameroon,Midfield,2,Sep-30,1998,San Diego Loyal SC,0117,Jerome,Ngom
Cameroon,Forward,12,Sep-14,1992,Lyon,0118,Karl,Toko Ekambi
Cameroon,Forward,6,Jul-09,1994,Dynamo Moscow,0119,Moumi,Ngamaleu
Cameroon,Defender,25,Jun-23,1997,Seattle Sounders,0120,Nouhou,Tolo
Cameroon,Defender,17,Aug-15,1997,Philadelphia Union,0121,Olivier,Mbaizo
Cameroon,Midfield,22,Feb-09,1996,Swansea City,0122,Olivier,Ntcham
Cameroon,Midfield,15,Jul-26,1995,Olympiacos,0123,Pierre,Kunde
Cameroon,Midfield,14,Dec-14,1997,Mechelen,0124,Samuel,Gouet
Cameroon,Goal Keeper,1,Apr-12,1993,Marseille,0125,Simon,Ngapandouetnbu
Cameroon,Forward,26,Dec-03,2000,Coton Sport de Garoua,0126,Souaibou,Marou
Cameroon,Forward,10,Jan-22,1992,Al-Nassr,0127,Vincent,Aboubakar
Canada,Defender,2,Oct-08,1998,Celtic,0128,Alistair,Johnson
Canada,Forward,19,Nov-02,2000,Bayern Munich,0129,Alphonso,Davies
Canada,Midfield,13,Feb-08,1983,Besiktas,0130,Atiba,Hutchinson
Canada,Forward,17,Apr-17,1995,Club Brugge,0131,Cyle,Larin
Canada,Midfield,24,Jan-16,1990,St. Johnstone,0132,David,Wotherspoon
Canada,Goal Keeper,1,May-09,1997,Minnesota United,0133,Dayne,St Clair
Canada,Defender,25,Nov-25,1997,Panaitolikos,0134,Derek,Cornelius
Canada,Forward,12,Sep-21,1998,Troyes,0135,Ike,Ugbo
Canada,Midfield,15,Jun-06,2002,Watford,0136,Ismael,Kone
Canada,Goal Keeper,16,Feb-21,1997,CF Montreal ,0137,James,Paternis
Canada,Defender,26,Jan-24,1996,Montreal Impact,0138,Joel,Waterman
Canada,Forward,20,Jan-14,2000,Lille,0139,Jonathan,David
Canada,Midfield,21,Jun-12,1992,Toronto,0140,Jonathan,Osorio
Canada,Forward,10,Jun-05,1990,Reading,0141,Junior,Hoilett
Canada,Defender,4,May-16,1997,Montreal Impact,0142,Kamal,Miller
Canada,Midfield,8,Feb-13,1998,KMSK Deinze,0143,Liam,Fraser
Canada,Forward,23,Sep-27,1999,Basel,0144,Liam,Millar
Canada,Forward,9,Dec-28,1992,Vancouver Whitecaps,0145,Lucas,Cavallini
Canada,Midfield,14,Dec-04,1994,Toronto,0146,Mark-Anthony,Kaye
Canada,Goal Keeper,18,Oct-23,1987,Red Star Belgrade,0147,Milan,Borjan
Canada,Defender,22,Jan-07,1995,Toronto,0148,Richie,Laryea
Canada,Defender,3,Jan-16,1995,Hatayspor,0149,Sam,Adekugbe
Canada,Midfield,6,Nov-12,1994,Montreal Impact,0150,Samuel,Piette
Canada,Midfield,7,Dec-21,1996,Porto,0151,Stephen,Eustaquio
Canada,Defender,5,Jan-11,1987,GD Chaves,0152,Steven,Vitória
Canada,Forward,11,Feb-08,1999,Club Brugge,0153,Tajon,Buchanan
Costa Rica,Midfield,26,Mar-09,2002,Saprissa,0154,Alvaro,Zamora
Costa Rica,Forward,7,Jan-29,2000,Herediano,0155,Anthony,Contreras
Costa Rica,Midfield,25,Oct-11,2001,Puntarenas,0156,Anthony,Hernandez
Costa Rica,Midfield,20,Jun-28,2003,Nottingham Forest,0157,Brandon,Aguilera
Costa Rica,Defender,8,Feb-18,1990,Real Salt Lake,0158,Bryan,Oviedo
Costa Rica,Midfield,10,Aug-18,1985,Alajuelense,0159,Bryan,Ruiz
Costa Rica,Defender,16,Mar-30,1999,San Carlos,0160,Carlos,Martinez
Costa Rica,Midfield,5,May-27,1988,Alajuelense,0161,Celso,Borges
Costa Rica,Midfield,2,Apr-11,2001,Colorado Rapids,0162,Daniel,Chacon
Costa Rica,Midfield,21,Sep-21,1998,Herediano,0163,Douglas,Lopez
Costa Rica,Goal Keeper,18,Apr-28,1989,Herediano,0164,Esteban,Alvarado
Costa Rica,Midfield,13,Aug-28,1997,Herediano,0165,Gerson,Torres
Costa Rica,Midfield,9,Jun-15,2004,Sunderland,0166,Jewison,Bennette
Costa Rica,Forward,12,Jun-26,1992,Leon,0167,Joel,Campbell
Costa Rica,Forward,11,Nov-27,1988,Alajuelense,0168,Johan,Venegas
Costa Rica,Defender,3,Jun-06,1995,Millonarios,0169,Juan,Pablo Vargas
Costa Rica,Defender,19,Jan-01,1988,Aprissa,0170,Kendall,Waston
Costa Rica,Goal Keeper,1,Dec-15,1986,PSG,0171,Keylor,Navas
Costa Rica,Defender,4,Jul-12,1994,Herediano,0172,Keysher,Fuller
Costa Rica,Defender,6,Jun-03,1989,Al-Wehda,0173,Oscar,Duarte
Costa Rica,Goal Keeper,23,Mar-01,1999,Lugo,0174,Patrick,Sequeira
Costa Rica,Midfield,24,May-01,2002,Municipal Grecia,0175,Roan,Wilson
Costa Rica,Defender,22,Jul-09,1994,Cincinnati,0176,Ronald,Matarrita
Costa Rica,Midfield,17,Mar-17,1992,Herediano,0177,Yeltsin,Tejeda
Costa Rica,Midfield,14,Jun-17,1996,Saprissa,0178,Youstin,Salas
Croatia,Forward,9,Jun-19,1991,Hoffenheim,0179,Andrej,Kramaric
Croatia,Forward,17,Jul-22,1991,Osasuna,0180,Ante,Budimir
Croatia,Defender,3,Nov-10,1992,Rangers,0181,Borna,Barisic
Croatia,Defender,19,Jan-21,1998,Stuttgart,0182,Borna,Sosa
Croatia,Forward,16,Sep-16,1997,Dinamo Zagreb,0183,Bruno,Petkovic
Croatia,Defender,6,Jul-05,1989,Zenit,0184,Dejan,Lovren
Croatia,Defender,21,Apr-29,1989,AEK Athens,0185,Domagoj,Vida
Croatia,Goal Keeper,1,Jan-09,1995,Dinamo Zagreb,0186,Dominik,Livakovic
Croatia,Forward,4,Feb-02,1989,Tottenham,0187,Ivan,Perisic
Croatia,Goal Keeper,23,Feb-01,1995,Osijek,0188,Ivica,Ivusic
Croatia,Goal Keeper,12,Jan-18,1996,Atletico Madrid,0189,Ivo,Grbic
Croatia,Defender,22,Aug-16,1995,Celtic,0190,Josip,Juranovic
Croatia,Defender,2,Apr-02,2000,Bayern Munich,0191,Josip,Stanisic
Croatia,Defender,24,Feb-28,2000,Dinamo Zagreb,0192,Josip,Sutalo
Croatia,Defender,20,Jan-23,2002,RB Leipzig,0193,Josko,Gvardiol
Croatia,Midfield,26,May-14,1997,Eintracht Frankfurt,0194,Kristijan,Jakic
Croatia,Midfield,7,Jan-17,1998,Rennes,0195,Lovro,Majer
Croatia,Midfield,10,Sep-09,1985,Real Madrid,0196,Luka,Modric
Croatia,Midfield,25,Sep-08,2002,Red Bull Salzburg,0197,Luka,Sucic
Croatia,Midfield,11,Nov-16,1992,Inter,0198,Marcelo,Brozovic
Croatia,Midfield,15,Feb-09,1995,Atalanta,0199,Mario,Pasalic
Croatia,Forward,14,Aug-26,1993,Hajduk Split,0200,Marko,Livaja
Croatia,Defender,5,Jan-24,1998,Sassuolo,0201,Martin,Erlic
Croatia,Midfield,8,May-06,1994,Chelsea,0202,Mateo,Kovacic
Croatia,Forward,18,Dec-29,1992,Dinamo Zagreb,0203,Mislav,Orsic
Croatia,Midfield,13,Oct-04,1997,Torino,0204,Nikola,Vlasic
Denmark,Defender,26,Dec-09,1997,Benfica,0205,Alexander,Bah
Denmark,Defender,6,Apr-10,1996,Barcelona,0206,Andreas,Christensen
Denmark,Forward,21,Mar-16,1993,Copenhagen,0207,Andreas,Cornelius
Denmark,Forward,11,Dec-29,1999,Club Brugge,0208,Andreas,Skov Olsen
Denmark,Midfield,10,Feb-14,1992,Manchester United,0209,Christian,Eriksen
Denmark,Midfield,15,Mar-10,1994,Brentford,0210,Christian,Norgaard
Denmark,Defender,18,May-31,1989,Brondby,0211,Daniel,Wass
Denmark,Goal Keeper,22,Aug-04,1992,Union Berlin,0212,Frederik,Ronnow
Denmark,Defender,17,Feb-21,1991,Trabzonspor,0213,Jens,Stryger Larsen
Denmark,Forward,25,Feb-29,2000,Eintracht Frankfurt,0214,Jesper,Lindstrom
Denmark,Defender,2,May-31,1996,Crystal Palace,0215,Joachim,Andersen
Denmark,Defender,5,May-20,1997,Atalanta,0216,Joakim,Maehle
Denmark,Forward,19,Feb-07,1999,Wolfsburg,0217,Jonas,Wind
Denmark,Forward,12,Oct-06,1997,Sevilla,0218,Kasper,Dolberg
Denmark,Goal Keeper,1,Nov-05,1986,Nice,0219,Kasper,Schmeichel
Denmark,Forward,9,Jun-05,1991,Espanyol,0220,Martin,Braithwaite
Denmark,Midfield,7,Jan-01,1996,Brentford,0221,Mathias,Jensen
Denmark,Forward,14,Jul-03,2000,Brentford,0222,Mikkel,Damsgaard
Denmark,Goal Keeper,16,Mar-22,1999,Hertha Berlin,0223,Oliver,Christensen
Denmark,Midfield,23,Aug-05,1995,Tottenham,0224,Pierre-Emile,Hojbjerg
Denmark,Defender,13,Jul-11,1997,Leeds United,0225,Rasmus,Kristensen
Denmark,Forward,24,May-20,1996,Hoffenheim ,0226,Robert,Skov
Denmark,Defender,4,Mar-26,1989,AC Milan,0227,Simon,Kjaer
Denmark,Defender,8,Sep-03,1991,Sevilla,0228,Thomas,Delaney
Denmark,Defender,3,Oct-14,1998,Galatasaray,0229,Victor,Nelsson
Denmark,Forward,20,Jun-15,1994,RB Leipzig,0230,Yussuf,Yurary Poulsen
Ecuador ,Midfield,21,Aug-21,1998,Talleres,0231,Alan,Franco
Ecuador ,Goal Keeper,22,Jun-05,1987,LDU Quito,0232,Alexander,Dominguez
Ecuador ,Midfield,15,Jan-21,1988,Leon,0233,Angel,Mena
Ecuador ,Defender,17,Feb-18,1998,Genk,0234,Angelo,Preciado
Ecuador ,Forward,9,Jul-17,1994,Santos Laguna,0235,Ayrton,Preciado
Ecuador ,Midfield,8,Apr-19,1995,FC Augsburg,0236,Carlos,Gruezo
Ecuador ,Defender,18,Jul-12,1999,Los Angeles FC,0237,Diego,Palacios
Ecuador ,Forward,24,Jan-18,1999,Newell's Old Boys,0238,Djorkaeff,Reasco
Ecuador ,Forward,13,Nov-04,1989,Fenerbahce,0239,Enner,Valencia
Ecuador ,Defender,2,Jan-11,1997,Santos Laguna,0240,Felix,Torres
Ecuador ,Midfield,19,Nov-01,2000,Real Valladolid,0241,Gonzalo,Plata
Ecuador ,Goal Keeper,1,Mar-30,1987,Aucas,0242,Hernan,Galindez
Ecuador ,Defender,25,Aug-04,2000,Troyes,0243,Jackson,Porozo
Ecuador ,Midfield,16,Jun-16,2002,Brighton,0244,Jeremy,Sarmiento
Ecuador ,Midfield,20,Apr-26,1997,Los Angeles FC,0245,Jhegson,Mendez
Ecuador ,Midfield,5,Mar-12,1999,Los Angeles FC,0246,Jose,Cifuentes
Ecuador ,Midfield,26,Mar-04,2000,Imbabura,0247,Kevin,Rodriguez
Ecuador ,Forward,11,Apr-07,1996,Cruz Azul,0248,Michael,Estrada
Ecuador ,Midfield,23,Nov-02,2001,Brighton,0249,Moises,Caicedo
Ecuador ,Goal Keeper,12,Sep-09,2000,Independiente del Valle,0250,Moises,Ramirez
Ecuador ,Defender,7,Jan-21,1998,Brighton,0251,Pervis,Estupinan
Ecuador ,Defender,3,Jan-09,2002,Bayer Leverkusen,0252,Piero,Hincapie
Ecuador ,Defender,4,Oct-22,1991,Sao Paulo,0253,Robert,Arboleda
Ecuador ,Forward,10,Sep-24,1994,Pachuca,0254,Romario,Ibarra
Ecuador ,Defender,6,Oct-16,2001,Antwerp,0255,William,Pacho
Ecuador ,Defender,14,Sep-28,1994,Seattle Sounders,0256,Xavier,Arreaga
England,Goal Keeper,23,May-14,1998,Arsenal,0257,Aaron,Ramsdale
England,Forward,17,Sep-05,2001,Arsenal,0258,Bukayo,Saka
England,Forward,24,Feb-27,1992,Newcastle United,0259,Callum,Wilson
England,Defender,16,Feb-25,1993,Everton,0260,Conor,Coady
England,Midfield,26,Feb-06,2000,Chelsea,0261,Conor,Gallagher
England,Midfield,4,Jan-14,1999,West Ham United,0262,Declan,Rice
England,Defender,15,Jan-15,1994,Tottenham,0263,Eric,Dier
England,Forward,9,Jul-28,1993,Tottenham,0264,Harry,Kane
England,Defender,6,Mar-05,1993,Manchester United,0265,Harry,Maguire
England,Midfield,7,Sep-10,1995,Manchester City,0266,Jack,Grealish
England,Forward,25,Nov-13,1996,Leicester City,0267,James,Maddison
